delivery_id,order_id,courier_name,courier_phone,pickup_timestamp,delivery_timestamp,delivery_status,distance_km
248,284,John Oliver,(732)600-2496,2026-03-12T20:02:32,2026-03-12T20:23:32,delivered,6.91
249,285,Kimberly Thomas,249.854.5089x2038,2026-03-24T18:41:32,2026-03-24T19:15:32,delivered,2.11
250,286,William Davidson,715.637.7959,2026-02-16T06:27:32,2026-02-16T07:20:32,delivered,3.18
251,287,Christopher Gibson,5739033793,2026-02-01T00:43:32,2026-02-01T01:20:32,failed,0.83
252,288,Tiffany Rivera,001-463-662-0501x5081,2026-01-26T22:35:32,2026-01-26T22:56:32,delivered,5.16
253,290,Mark Durham,(500)433-4234x258,2026-03-22T20:53:32,2026-03-22T21:35:32,delivered,6.01
254,291,Christopher Green,502-761-5347,2026-04-05T13:02:32,2026-04-05T13:23:32,delivered,6.35
255,292,Mary Pugh,+1-861-512-2338x655,2026-03-12T10:31:32,2026-03-12T11:11:32,delivered,10.5
256,293,Pamela Matthews,+1-942-553-0428,2026-03-27T09:06:32,2026-03-27T10:03:32,delivered,6.6
257,294,Rachel Gibbs,+1-712-986-8578x725,2026-02-16T08:00:32,2026-02-16T08:28:32,delivered,5.21
258,296,Kathleen Adams,(490)733-3736x3466,2026-01-22T02:33:32,2026-01-22T03:15:32,delivered,6.76
259,297,Bradley Walton,978-853-9078x9567,2026-02-26T14:31:32,2026-02-26T15:28:32,delivered,8.17
260,298,Robert Stewart,(302)673-4151x4888,2026-02-02T17:16:32,2026-02-02T17:36:32,delivered,8.88
261,299,Annette Jones,5834535444,2026-04-05T04:31:32,2026-04-05T05:26:32,delivered,2.36
262,300,Dr. Nancy Gaines MD,545-966-9078x2633,2026-03-24T20:04:32,2026-03-24T20:44:32,delivered,2.48
263,301,Kevin Tran,275.715.3663x778,2026-02-21T00:35:32,2026-02-21T01:01:32,delivered,5.39
264,302,Shane Torres,001-207-255-3666x8459,2026-01-14T00:37:32,2026-01-14T01:20:32,failed,10.05
265,303,Brittany Cisneros,399-799-6636x18637,2026-01-18T07:08:32,2026-01-18T07:23:32,failed,8.54
266,304,Jocelyn Kline,421-582-0970,2026-01-21T05:20:32,2026-01-21T06:03:32,delivered,7.9
267,305,Victor Campbell,448.717.0580,2026-03-16T01:17:32,2026-03-16T01:57:32,delivered,11.88
268,306,Jennifer Moore,528-667-1632,2026-02-25T05:43:32,2026-02-25T06:08:32,delivered,2.65
269,308,Michael Wells,+1-394-893-8743x027,2026-03-26T07:12:32,2026-03-26T08:08:32,delivered,7.43
270,309,Danielle Murphy,001-777-679-0147,2026-02-12T15:02:32,2026-02-12T16:02:32,delivered,6.68
271,310,Rodney Horn,(632)696-7629x16032,2026-01-13T15:20:32,2026-01-13T15:35:32,delivered,5.83
272,311,Andrea Barber,776.881.5118,2026-03-13T02:09:32,2026-03-13T03:01:32,delivered,3.28
273,312,David Hunter,301.476.5636x004,2026-03-15T05:32:32,2026-03-15T06:23:32,delivered,6.66
274,313,Paul Washington,418-237-2742,2026-01-25T11:38:32,2026-01-25T12:13:32,delivered,4.43
275,314,Cassandra Martinez,001-562-910-4275x2308,2026-03-08T19:26:32,2026-03-08T20:11:32,delivered,5.85
276,315,Sara Cain,+1-516-547-0900x6335,2026-02-26T08:03:32,2026-02-26T08:38:32,delivered,11.71
277,316,Javier Hays,531-531-2206x81558,2026-01-22T07:50:32,2026-01-22T08:36:32,delivered,4.87
278,317,Jennifer Patterson,231.855.2065,2026-02-13T22:51:32,2026-02-13T23:41:32,delivered,10.14
279,318,Daniel Barrett,495-601-3649x718,2026-04-02T21:23:32,2026-04-02T22:13:32,delivered,4.75
280,319,Lindsay Jarvis,001-962-852-5715x099,2026-01-15T13:53:32,2026-01-15T14:42:32,delivered,0.78
281,321,Natalie Gordon,001-203-409-1436x391,2026-02-01T12:31:32,2026-02-01T12:50:32,delivered,11.06
282,322,Edward Hernandez,203.897.5245,2026-04-07T07:32:32,2026-04-07T08:05:32,delivered,1.94
283,323,Donna Johnson,001-455-933-8033x9685,2026-02-07T21:45:32,2026-02-07T22:06:32,delivered,10.76
284,324,Amy Vasquez,502.532.1298,2026-02-10T13:21:32,2026-02-10T14:00:32,delivered,4.29
285,325,Jessica Mcdonald,(933)562-9344,2026-03-09T10:45:32,2026-03-09T11:37:32,delivered,2.67
286,326,Richard Miller,(266)827-7689x627,2026-02-02T01:57:32,2026-02-02T02:20:32,delivered,7.29
287,327,Bradley Knox,998-328-2467x4746,2026-02-03T16:44:32,2026-02-03T17:21:32,delivered,10.48
288,328,Miguel Gonzalez,700.885.7666,2026-01-20T10:54:32,2026-01-20T11:14:32,delivered,6.65
289,329,Martin Chapman MD,9167923645,2026-02-16T14:27:32,2026-02-16T14:47:32,delivered,7.96
290,330,Marilyn House,001-533-470-5024x9724,2026-01-12T22:48:32,2026-01-12T23:22:32,delivered,6.54
291,331,Ray Newman,(869)618-3626x4488,2026-04-05T23:41:32,2026-04-05T23:59:32,delivered,10.54
292,332,Nicole Glass,219-452-4364,2026-03-07T08:37:32,2026-03-07T08:54:32,delivered,0.55
293,333,April Jones,001-968-464-6225x223,2026-03-27T04:23:32,2026-03-27T04:49:32,delivered,3.51
294,334,Ashley Bradley,323.402.3467,2026-03-13T13:36:32,2026-03-13T14:36:32,delivered,7.84
295,335,Brady Martinez,250-693-7710,2026-02-10T13:42:32,2026-02-10T14:25:32,delivered,6.95
296,336,Adrienne Aguilar,9139806984,2026-01-22T16:05:32,2026-01-22T16:51:32,delivered,4.52
297,337,Lindsey Rogers,+1-855-435-6690x55107,2026-02-14T02:56:32,2026-02-14T03:14:32,delivered,7.7
298,338,Bryce Schmidt,001-735-279-7863x050,2026-02-13T21:40:32,2026-02-13T21:56:32,delivered,9.4
299,339,Nancy Gregory,397.869.1567,2026-03-17T04:28:32,2026-03-17T04:55:32,delivered,0.71
300,340,Cory Thomas,598.502.7148x72717,2026-02-01T23:57:32,2026-02-02T00:21:32,delivered,4.41
301,341,Paul Keller,616-902-5643,2026-04-07T16:56:32,2026-04-07T17:15:32,delivered,7.9
302,343,Meagan Wade,+1-871-853-9915,2026-03-06T12:19:32,2026-03-06T13:14:32,delivered,0.92
303,344,Rachel Burch,(733)441-4111x59319,2026-01-17T22:00:32,2026-01-17T22:25:32,delivered,7.07
304,345,Tiffany Ray,7404983665,2026-02-17T21:57:32,2026-02-17T22:37:32,failed,7.9
305,346,Lindsay Walker,(408)275-2437x7294,2026-01-28T10:40:32,2026-01-28T11:04:32,picked_up,2.36
306,347,Ellen Mooney,749-473-7460,2026-02-17T20:21:32,2026-02-17T20:48:32,delivered,5.19
307,348,Christine Oconnor,802.776.4208,2026-03-31T07:45:32,2026-03-31T08:07:32,delivered,7.79
308,349,John Bailey,(261)684-4386x1259,2026-01-20T20:53:32,2026-01-20T21:32:32,delivered,2.43
309,350,Christopher Taylor,001-874-823-3305x912,2026-02-16T06:17:32,2026-02-16T06:32:32,delivered,9.5
310,351,Carol Brown,(272)301-8596x263,2026-01-16T03:22:32,2026-01-16T04:17:32,delivered,2.75
311,352,John Watts,(361)376-4750,2026-01-27T19:08:32,2026-01-27T19:31:32,delivered,9.84
312,353,John Barnett,630.499.9741x92676,2026-01-21T16:12:32,2026-01-21T16:38:32,delivered,10.9
313,354,Arthur Stout,+1-326-306-8887,2026-04-09T20:26:32,2026-04-09T21:26:32,delivered,5.37
314,355,Christine Barrett,229-420-8751,2026-02-22T08:29:32,2026-02-22T09:28:32,delivered,9.76
315,356,Marissa Miller,601-218-4582x603,2026-02-23T15:01:32,2026-02-23T15:39:32,delivered,3.25
316,357,Kelly Patton,+1-287-529-7585x98831,2026-02-26T08:24:32,2026-02-26T09:19:32,delivered,3.82
317,358,Charles Chase,829.383.9542,2026-01-16T12:14:32,2026-01-16T13:13:32,in_transit,6.19
318,359,Debbie Santos,(367)614-6283,2026-03-11T12:25:32,2026-03-11T13:24:32,delivered,1.56
319,360,Melissa Lee MD,+1-389-326-2566x09314,2026-02-08T04:55:32,2026-02-08T05:27:32,in_transit,5.0
320,361,Jennifer Murphy,855-542-3401,2026-03-25T10:18:32,2026-03-25T11:11:32,delivered,4.73
321,362,Brian Frost,(684)697-1859,2026-02-04T07:50:32,2026-02-04T08:48:32,delivered,9.44
322,364,Stephanie Jackson,001-462-458-8967x92408,2026-04-02T05:10:32,2026-04-02T05:41:32,delivered,1.07
323,365,Keith Adams,001-853-596-7275x7844,2026-01-18T19:03:32,2026-01-18T19:52:32,delivered,10.89
324,366,Scott Meza,(251)811-3129x01487,2026-02-09T06:54:32,2026-02-09T07:22:32,delivered,4.66
325,367,Tara Taylor,288.916.0930x6853,2026-03-27T18:22:32,2026-03-27T18:53:32,delivered,11.31
326,368,Megan Macias,332.715.2850x67625,2026-03-02T04:52:32,2026-03-02T05:23:32,delivered,4.3
327,369,Danielle Ryan,001-214-947-4430x96348,2026-04-04T02:35:32,2026-04-04T03:07:32,in_transit,8.04
328,370,Sarah Brown,4978545105,2026-02-25T13:14:32,2026-02-25T14:04:32,delivered,11.71
329,371,Brian Vasquez,688-526-1702,2026-03-14T18:51:32,2026-03-14T19:32:32,delivered,4.57
330,373,James Diaz,(884)217-7225,2026-01-20T05:15:32,2026-01-20T06:02:32,delivered,2.78
331,374,Seth Gonzalez,540.926.6502,2026-04-04T00:02:32,2026-04-04T00:34:32,delivered,6.33
332,375,Victoria Wilson,487.725.6862x1102,2026-02-06T17:02:32,2026-02-06T17:35:32,delivered,6.96
333,376,Pamela Young,+1-456-490-6744x71639,2026-03-03T15:54:32,2026-03-03T16:23:32,delivered,8.11
334,378,Randall Lin,001-536-337-1892x392,2026-02-03T11:22:32,2026-02-03T11:59:32,delivered,8.03
335,379,Andrew Mooney,(660)593-1066,2026-01-21T19:36:32,2026-01-21T20:18:32,failed,2.34
336,380,Jeffery Brown,(204)214-5456x35020,2026-03-05T15:02:32,2026-03-05T15:48:32,delivered,2.98
337,381,Erica Mitchell,291-462-4755x411,2026-03-09T16:12:32,2026-03-09T16:46:32,delivered,6.45
338,382,Patrick Ward,001-398-295-3439x61129,2026-02-13T19:04:32,2026-02-13T19:28:32,delivered,0.84
339,383,Susan Pena,937.511.8954,2026-04-03T23:47:32,2026-04-04T00:31:32,delivered,5.94
340,384,Brittany Anderson,(284)485-5716x17688,2026-03-11T07:19:32,2026-03-11T08:04:32,delivered,0.55
341,385,Melissa Anderson,4909367881,2026-03-10T11:14:32,2026-03-10T12:07:32,delivered,3.84
342,386,Janet Chan,(694)632-0293x9087,2026-03-31T12:39:32,2026-03-31T13:35:32,delivered,5.2
343,387,Elizabeth Adams,623-408-3402,2026-02-15T08:58:32,2026-02-15T09:52:32,delivered,6.95
344,388,Richard Day,338.610.5955,2026-03-05T19:39:32,2026-03-05T20:35:32,delivered,3.4
345,389,Jennifer Carr,500-953-4240x89164,2026-04-01T19:54:32,2026-04-01T20:36:32,delivered,11.96
346,390,Derrick Perkins,001-462-573-6527x17272,2026-03-22T17:59:32,2026-03-22T18:35:32,delivered,10.46
347,391,Terri White,904-822-6931x2163,2026-03-31T13:56:32,2026-03-31T14:33:32,delivered,0.77
348,394,Joseph Acosta,4915660100,2026-04-02T08:18:32,2026-04-02T08:52:32,in_transit,9.7
349,395,Debra Mays,+1-400-618-5132x797,2026-02-22T03:12:32,2026-02-22T03:29:32,delivered,7.35
350,396,Christopher Brown,001-448-210-0184x186,2026-03-09T09:51:32,2026-03-09T10:23:32,delivered,5.11
351,397,Allison Simmons,(554)336-1721,2026-03-07T02:41:32,2026-03-07T02:56:32,picked_up,5.77
352,398,Diane Jones,415-610-9226x85926,2026-02-19T11:29:32,2026-02-19T11:55:32,delivered,11.05
353,399,Donna Hutchinson,975-341-0225x267,2026-02-23T20:04:32,2026-02-23T20:57:32,delivered,9.22
354,400,Jeffrey Acosta,(815)922-6557,2026-02-08T07:56:32,2026-02-08T08:13:32,failed,5.88
355,401,Jennifer Leon,323-866-8788x78836,2026-03-09T16:18:32,2026-03-09T17:04:32,delivered,10.93
356,402,Paula Shepherd,913.450.3058,2026-03-24T15:14:32,2026-03-24T16:06:32,delivered,4.12
357,404,Amy Bailey,001-824-272-8633x30212,2026-03-22T10:45:32,2026-03-22T11:22:32,delivered,8.17
358,405,Jessica Brown,491-379-2025,2026-04-09T19:39:32,2026-04-09T19:54:32,delivered,3.28
359,406,Adam Guerra,(422)272-8476x57041,2026-02-09T01:12:32,2026-02-09T01:28:32,picked_up,5.35
360,407,Amanda Potter,620.366.7849x84362,2026-03-16T17:39:32,2026-03-16T18:29:32,delivered,11.92
361,408,Vanessa Martinez,369.903.6289,2026-02-28T19:54:32,2026-02-28T20:31:32,picked_up,8.28
362,409,Matthew Sullivan,(220)556-3411x1595,2026-03-30T01:29:32,2026-03-30T02:28:32,delivered,7.81
363,410,Joshua Jones,+1-204-938-3034x199,2026-01-28T14:50:32,2026-01-28T15:26:32,delivered,0.77
364,411,Ernest Harding,4543683565,2026-01-22T02:26:32,2026-01-22T03:16:32,delivered,1.58
365,412,Steven Gordon,520.596.7904x22711,2026-02-27T10:26:32,2026-02-27T11:02:32,delivered,3.11
366,415,Martha Mack,(688)798-5725,2026-01-21T23:58:32,2026-01-22T00:21:32,delivered,10.95
367,416,Teresa Williams,001-463-639-9129x710,2026-03-04T12:41:32,2026-03-04T13:12:32,delivered,9.38
368,417,Tracy Harrington,671-775-2421,2026-02-15T18:07:32,2026-02-15T19:05:32,delivered,8.37
369,418,Benjamin Page,847.847.2197x054,2026-04-13T17:04:32,2026-04-13T17:33:32,delivered,9.13
370,419,Sylvia Anderson,(289)555-1687x409,2026-02-09T05:59:32,2026-02-09T06:35:32,delivered,2.66
371,420,Kristina Moore,946-329-6136,2026-01-19T21:13:32,2026-01-19T21:34:32,picked_up,2.14
372,421,John Nichols,711.921.6636x515,2026-04-11T08:07:32,2026-04-11T08:44:32,delivered,7.13
373,422,Patrick Wilson,208.727.2359x096,2026-04-04T00:13:32,2026-04-04T00:38:32,delivered,5.11
374,423,Veronica Lewis,606.844.2121,2026-01-13T17:40:32,2026-01-13T18:24:32,delivered,9.9
375,424,Shane Hayes,(983)942-0165x42356,2026-04-01T07:53:32,2026-04-01T08:43:32,delivered,5.49
376,425,Rachel Sheppard,(259)460-8931x99255,2026-02-03T09:41:32,2026-02-03T10:20:32,delivered,10.92
377,426,Taylor Porter,816-448-0727x91033,2026-02-02T03:18:32,2026-02-02T04:15:32,in_transit,1.78
378,427,Cindy Clark,390.955.0448,2026-01-22T22:33:32,2026-01-22T23:21:32,in_transit,6.2
379,428,Joy Jenkins,(486)885-1276x528,2026-04-03T02:24:32,2026-04-03T02:51:32,delivered,6.87
380,429,Ryan Barker,(349)911-1109x61798,2026-03-11T15:42:32,2026-03-11T16:19:32,delivered,4.51
381,430,Renee Contreras,(233)778-6137x15766,2026-03-21T04:10:32,2026-03-21T04:30:32,delivered,3.48
382,431,Katie Adams,+1-744-763-0600x02589,2026-01-31T17:17:32,2026-01-31T17:59:32,delivered,11.73
383,432,Kenneth Jordan,+1-863-496-0962,2026-02-03T04:39:32,2026-02-03T05:32:32,delivered,9.97
384,433,Evan Moore,412.781.9648,2026-02-19T00:39:32,2026-02-19T00:59:32,delivered,7.22
385,435,Brandon Kim,+1-492-509-8196x0275,2026-01-24T14:05:32,2026-01-24T14:26:32,delivered,1.4
386,437,Courtney Lee,364.304.1209,2026-03-25T23:07:32,2026-03-25T23:41:32,delivered,4.46
387,438,Kyle Rodriguez,342-911-7536x1706,2026-02-23T00:48:32,2026-02-23T01:23:32,delivered,9.19
388,439,Angela Mcdaniel,(757)922-4029x9015,2026-01-13T22:32:32,2026-01-13T23:31:32,delivered,5.72
389,441,Lindsay Smith DDS,313-590-8088x235,2026-03-08T00:07:32,2026-03-08T00:48:32,delivered,2.06
390,442,Charles Miller,001-824-847-3158x477,2026-01-29T22:37:32,2026-01-29T23:26:32,delivered,10.22
391,443,Danielle Gonzalez,001-846-619-9423x767,2026-01-15T19:50:32,2026-01-15T20:34:32,delivered,2.8
392,444,Lisa Lawson,(739)855-1720x84964,2026-04-06T18:46:32,2026-04-06T19:17:32,delivered,4.93
393,445,Christopher Morris,(353)213-5525,2026-03-05T09:35:32,2026-03-05T09:58:32,delivered,10.23
394,446,Adam Murphy,395.638.1649x383,2026-03-27T08:36:32,2026-03-27T09:11:32,delivered,10.05
395,447,Theresa Aguirre,+1-819-366-5533x07704,2026-01-25T22:08:32,2026-01-25T22:50:32,delivered,8.77
396,448,Christopher Murphy,(239)704-0907x4260,2026-02-10T01:31:32,2026-02-10T01:56:32,in_transit,3.46
397,449,Andrea Davis,(944)955-6185x79064,2026-03-04T19:33:32,2026-03-04T19:59:32,delivered,9.16
398,450,Tracy Martinez,(491)303-0021x563,2026-04-10T12:50:32,2026-04-10T13:37:32,in_transit,6.55
399,451,Steven Wood,+1-600-740-1041,2026-02-25T20:06:32,2026-02-25T21:02:32,delivered,5.58
400,452,Rebecca Gray,001-322-597-1252x967,2026-03-28T21:06:32,2026-03-28T21:21:32,delivered,7.28
401,453,Mary Bray,273-514-4158x33117,2026-01-28T01:09:32,2026-01-28T01:27:32,delivered,5.37
402,454,Daniel Cardenas,671.953.9885,2026-04-02T09:08:32,2026-04-02T09:28:32,delivered,7.44
403,455,Sarah Garcia,(535)367-9836,2026-03-15T22:01:32,2026-03-15T22:31:32,delivered,0.73
404,456,Christopher Parker,001-412-671-1307,2026-01-16T17:59:32,2026-01-16T18:29:32,delivered,11.11
405,458,Matthew Chavez,718-215-6326x868,2026-02-24T06:52:32,2026-02-24T07:28:32,delivered,11.42
406,460,Jacob Williams,(863)343-6294x8978,2026-01-31T21:37:32,2026-01-31T22:23:32,delivered,11.32
407,461,Maria Haley,310.609.4318,2026-03-01T09:31:32,2026-03-01T10:07:32,delivered,0.87
408,462,Manuel Baldwin,(261)334-7323x5494,2026-03-06T12:03:32,2026-03-06T12:57:32,delivered,9.95
409,463,Terry Howell,001-843-725-1225x7207,2026-02-20T20:59:32,2026-02-20T21:23:32,delivered,11.05
410,464,William Ibarra,(909)357-9073,2026-03-11T04:41:32,2026-03-11T05:39:32,failed,8.82
411,465,Alan Frazier,638-982-2114x5775,2026-03-20T07:30:32,2026-03-20T07:59:32,delivered,8.28
412,466,Jimmy Carey,758-997-1480x2632,2026-01-18T06:33:32,2026-01-18T06:59:32,delivered,11.45
413,467,Kenneth Dominguez,(753)813-6148x78245,2026-03-21T09:02:32,2026-03-21T09:34:32,delivered,9.49
414,468,Theresa Hill,709.685.9167,2026-03-20T20:31:32,2026-03-20T21:19:32,failed,6.6
415,469,Adam Ho,(972)684-9824,2026-03-05T04:13:32,2026-03-05T04:47:32,delivered,6.27
416,470,Edward Chavez,749.210.7406,2026-02-12T16:34:32,2026-02-12T16:54:32,delivered,8.06
417,471,Chad Koch,782.514.2369x14307,2026-03-20T02:15:32,2026-03-20T02:39:32,delivered,1.16
418,472,Mandy Henderson,444-594-2965,2026-03-27T11:52:32,2026-03-27T12:45:32,delivered,9.88
419,473,Jason Gonzalez,714-797-8266x1287,2026-03-03T20:03:32,2026-03-03T20:37:32,delivered,4.71
420,474,Jeffrey Fisher,(470)680-6129x43985,2026-03-03T22:26:32,2026-03-03T23:24:32,delivered,2.16
421,475,Ryan Martinez,+1-907-787-0104x15914,2026-01-30T12:36:32,2026-01-30T13:06:32,picked_up,3.33
422,476,Barbara Richards,503.382.8723x24407,2026-02-18T05:39:32,2026-02-18T06:24:32,in_transit,9.32
423,477,Christian Hobbs,913.431.7087x60146,2026-02-25T17:19:32,2026-02-25T17:58:32,delivered,5.87
424,478,Sarah Payne,+1-579-916-2022x328,2026-04-12T21:35:32,2026-04-12T22:29:32,delivered,1.24
425,479,Mr. Brett Chapman,(346)861-7662x047,2026-03-31T05:52:32,2026-03-31T06:28:32,delivered,3.87
426,480,Eric Brewer,+1-597-705-2774x02588,2026-03-07T03:16:32,2026-03-07T03:49:32,delivered,7.73
427,481,Kelly Palmer,(825)395-7244,2026-03-27T07:11:32,2026-03-27T07:31:32,delivered,6.5
428,482,Maria Bennett,892.398.8425x9959,2026-04-11T11:10:32,2026-04-11T11:37:32,delivered,7.94
429,483,Samuel Moore,817-875-3312,2026-03-23T14:46:32,2026-03-23T15:28:32,delivered,10.65
430,485,Amy King,9178590251,2026-04-11T16:29:32,2026-04-11T16:58:32,delivered,11.03
431,486,Mark Hawkins,547.374.3326,2026-02-11T19:55:32,2026-02-11T20:12:32,delivered,8.39
432,487,Lori Barnett,702.405.6981,2026-01-19T14:47:32,2026-01-19T15:12:32,delivered,8.14
433,488,Tina Chandler,873.839.7855x98217,2026-03-31T01:34:32,2026-03-31T02:19:32,delivered,6.06
434,489,Laura Martinez,841.717.3098x50344,2026-03-18T23:11:32,2026-03-19T00:07:32,delivered,1.73
435,490,Seth Donaldson,289-338-9846,2026-01-13T04:44:32,2026-01-13T05:25:32,delivered,2.19
436,491,Taylor Mercer,+1-200-556-4350x2385,2026-02-11T08:05:32,2026-02-11T08:27:32,delivered,11.41
437,492,Robert Elliott DDS,001-205-916-9918x72401,2026-01-18T03:22:32,2026-01-18T04:06:32,delivered,7.46
438,493,Marie Reynolds,830-800-3896x0870,2026-03-11T22:00:32,2026-03-11T22:36:32,delivered,9.8
439,494,Jessica Simmons,(817)219-5535,2026-04-08T09:08:32,2026-04-08T09:51:32,delivered,2.96
440,495,Brandon Smith,(789)700-3010x27240,2026-04-12T13:25:32,2026-04-12T14:12:32,delivered,1.78
441,496,Stephanie Bolton,(596)971-1148,2026-03-09T19:10:32,2026-03-09T19:34:32,delivered,8.38
442,497,Robin Hurst,774.358.4384,2026-02-14T09:11:32,2026-02-14T09:29:32,delivered,8.91
443,498,Steven Thornton,+1-774-413-2834x831,2026-03-23T15:09:32,2026-03-23T15:38:32,failed,2.29
444,499,David Alexander,001-871-907-0449x64104,2026-03-31T04:07:32,2026-03-31T04:59:32,delivered,6.82
445,500,James Wallace,736.226.8040,2026-01-25T05:25:32,2026-01-25T06:16:32,picked_up,9.55
446,501,Nicole Rogers,693-905-9660x186,2026-03-28T02:18:32,2026-03-28T02:46:32,delivered,8.31
447,502,Nathan Mack,626-773-2044x138,2026-03-10T21:55:32,2026-03-10T22:40:32,delivered,1.81
448,503,Amanda Hill,249-901-4954x277,2026-01-29T18:26:32,2026-01-29T19:03:32,delivered,2.07
449,504,Andrew Howard,+1-483-660-9149x8517,2026-01-13T23:12:32,2026-01-14T00:10:32,delivered,5.69
450,505,Desiree Booth,(432)929-0310,2026-01-16T21:38:32,2026-01-16T22:21:32,delivered,7.9
451,506,Amanda Love,7443058093,2026-04-07T17:32:32,2026-04-07T18:25:32,delivered,9.02
452,508,Jeremy Dixon,435.295.6164,2026-02-01T22:04:32,2026-02-01T22:24:32,delivered,4.79
453,509,Richard Rogers,(557)749-0250x42901,2026-02-15T15:14:32,2026-02-15T15:32:32,delivered,3.42
454,510,Priscilla Romero,001-353-569-0261,2026-01-20T18:06:32,2026-01-20T18:24:32,picked_up,9.8
455,511,Yolanda Mccoy,001-568-618-0978x8754,2026-01-25T22:27:32,2026-01-25T22:42:32,delivered,2.01
456,512,Erin Lloyd,(337)751-3765x158,2026-02-14T07:59:32,2026-02-14T08:38:32,delivered,9.04
457,513,Lisa Cole,(339)328-3692x94455,2026-01-23T22:48:32,2026-01-23T23:18:32,delivered,6.95
458,514,Jonathan Hernandez,232.870.2164x8712,2026-01-19T11:19:32,2026-01-19T12:13:32,delivered,0.89
459,515,Christopher Jones,386.265.2683x41559,2026-02-02T01:45:32,2026-02-02T02:19:32,failed,4.48
460,516,Thomas Dodson,(776)947-2298x12099,2026-02-20T14:47:32,2026-02-20T15:12:32,delivered,7.34
461,517,Jeffrey Romero,001-841-634-7509,2026-03-17T03:26:32,2026-03-17T04:06:32,delivered,5.7
462,518,Fernando White,(303)768-4995,2026-01-21T20:37:32,2026-01-21T20:55:32,delivered,3.23
463,519,Bryan Hill,432.244.9134x213,2026-02-08T13:55:32,2026-02-08T14:13:32,delivered,3.63
464,521,Amanda Macdonald,+1-830-970-5349,2026-03-21T18:29:32,2026-03-21T18:57:32,delivered,3.64
465,522,Sandra Phillips,317-767-4124,2026-02-08T05:57:32,2026-02-08T06:56:32,delivered,5.78
466,523,Natasha Walker,752-285-4781,2026-03-01T08:45:32,2026-03-01T09:19:32,delivered,7.69
467,524,Timothy Bauer,938-400-3296x33472,2026-02-07T08:26:32,2026-02-07T09:26:32,delivered,8.82
468,525,Diane Gonzalez,583-406-1789,2026-01-23T11:57:32,2026-01-23T12:39:32,delivered,6.73
469,526,Michael Austin,+1-793-957-8243x4776,2026-03-27T19:24:32,2026-03-27T19:41:32,delivered,1.37
470,527,Daniel Mccarty,001-446-975-3612x75156,2026-03-30T06:34:32,2026-03-30T07:24:32,delivered,8.15
471,528,Sharon Burke,+1-830-944-8360x85456,2026-01-16T18:19:32,2026-01-16T18:45:32,delivered,1.32
472,529,Dean Brown,735.404.7639x2831,2026-02-06T15:28:32,2026-02-06T16:03:32,picked_up,3.3
473,530,Alicia Bowen,(815)558-1083x5832,2026-03-24T08:27:32,2026-03-24T09:06:32,delivered,1.19
474,531,Christopher Brooks,(638)630-0081x86702,2026-03-18T01:17:32,2026-03-18T01:51:32,delivered,2.34
475,532,Mark Watts,3418662411,2026-02-01T10:15:32,2026-02-01T10:36:32,delivered,3.2
476,533,Patrick Weaver,(219)663-9456,2026-03-07T19:41:32,2026-03-07T20:31:32,delivered,2.44
477,534,Dale Baker,+1-597-864-6136x8474,2026-03-04T01:24:32,2026-03-04T01:54:32,delivered,2.5
478,535,Jonathan Long,(381)673-9063x757,2026-03-15T21:41:32,2026-03-15T22:31:32,delivered,9.01
479,536,Robert Daugherty,882-937-9312,2026-01-26T11:34:32,2026-01-26T11:53:32,delivered,10.64
480,537,Sara Hodges,8742645205,2026-04-04T13:12:32,2026-04-04T13:51:32,delivered,6.51
481,538,Daniel Hart,387.853.5778x8116,2026-02-01T10:17:32,2026-02-01T11:12:32,delivered,5.23
482,539,Adam Meyer,923-471-0672,2026-01-13T14:13:32,2026-01-13T14:28:32,delivered,3.23
483,540,Kimberly Ross,516-744-8595x9224,2026-01-24T21:01:32,2026-01-24T21:59:32,delivered,8.18
484,541,Danielle Ford,522-587-0562x27104,2026-03-04T01:50:32,2026-03-04T02:46:32,failed,6.01
485,542,Kimberly Rivera,7972921583,2026-02-03T00:44:32,2026-02-03T01:23:32,delivered,7.4
486,543,Denise Hoover,(594)659-6488x31921,2026-03-02T06:58:32,2026-03-02T07:45:32,delivered,7.31
487,544,Justin Martinez,596.359.9949x73203,2026-01-20T18:04:32,2026-01-20T19:00:32,delivered,6.09
488,545,Lisa Thomas,305.510.2876x7548,2026-01-24T11:15:32,2026-01-24T11:41:32,delivered,1.03
489,546,Jamie Cruz,954.985.8193x2426,2026-02-23T09:28:32,2026-02-23T10:05:32,picked_up,1.43
490,547,Danielle Martinez,(452)205-7563x98365,2026-02-07T01:56:32,2026-02-07T02:56:32,delivered,1.65
491,548,Isaac Lee,001-645-215-4809,2026-02-07T15:57:32,2026-02-07T16:42:32,delivered,11.0
492,549,Maria Sanders,001-344-209-0797x727,2026-03-17T20:36:32,2026-03-17T20:58:32,delivered,5.49
493,551,Louis Reeves,001-622-516-1070x518,2026-04-03T18:27:32,2026-04-03T19:17:32,delivered,4.7
494,552,Nancy Cook,+1-652-395-8066x01382,2026-04-04T17:16:32,2026-04-04T17:32:32,failed,8.22
495,553,Andrew Franklin,001-386-920-4485x157,2026-02-20T06:00:32,2026-02-20T06:53:32,delivered,4.19
496,554,Thomas White,925-390-2035,2026-03-29T01:07:32,2026-03-29T01:35:32,delivered,5.78
